,nodes,techs,costs,Value,source_model
4,netherlands,nuclear,monetary,15247.723230083255,results_plan_cluster_2016_2015_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,78665.4429046687,results_plan_cluster_2016_2015_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22521.749801375852,results_plan_cluster_2016_2015_weights_1_9.netcdf
7,netherlands,solar,monetary,32163.890505781274,results_plan_cluster_2016_2015_weights_1_9.netcdf
0,netherlands,battery,monetary,409.7252807930717,results_plan_cluster_2016_2017_weights_1_1.netcdf
1,netherlands,electrolyser,monetary,5677.531190035164,results_plan_cluster_2016_2017_weights_1_1.netcdf
2,netherlands,h2_elec_conversion,monetary,3600.6838587569378,results_plan_cluster_2016_2017_weights_1_1.netcdf
3,netherlands,h2_salt_cavern,monetary,6600.785085622445,results_plan_cluster_2016_2017_weights_1_1.netcdf
4,netherlands,nuclear,monetary,3052.9766293700136,results_plan_cluster_2016_2017_weights_1_1.netcdf
5,netherlands,offshore_wind,monetary,16585.90389740458,results_plan_cluster_2016_2017_weights_1_1.netcdf
6,netherlands,onshore_wind,monetary,4491.275513884118,results_plan_cluster_2016_2017_weights_1_1.netcdf
7,netherlands,solar,monetary,6511.545262236982,results_plan_cluster_2016_2017_weights_1_1.netcdf
0,netherlands,battery,monetary,818.9151633419485,results_plan_cluster_2016_2017_weights_1_3.netcdf
1,netherlands,electrolyser,monetary,11349.809976515997,results_plan_cluster_2016_2017_weights_1_3.netcdf
2,netherlands,h2_elec_conversion,monetary,7195.6439485715455,results_plan_cluster_2016_2017_weights_1_3.netcdf
3,netherlands,h2_salt_cavern,monetary,13193.869427500851,results_plan_cluster_2016_2017_weights_1_3.netcdf
4,netherlands,nuclear,monetary,6101.595080567416,results_plan_cluster_2016_2017_weights_1_3.netcdf
5,netherlands,offshore_wind,monetary,33156.378792109,results_plan_cluster_2016_2017_weights_1_3.netcdf
6,netherlands,onshore_wind,monetary,8981.090172136044,results_plan_cluster_2016_2017_weights_1_3.netcdf
7,netherlands,solar,monetary,13016.251561482082,results_plan_cluster_2016_2017_weights_1_3.netcdf
0,netherlands,battery,monetary,1228.0901189069018,results_plan_cluster_2016_2017_weights_1_5.netcdf
1,netherlands,electrolyser,monetary,17020.41089548304,results_plan_cluster_2016_2017_weights_1_5.netcdf
2,netherlands,h2_elec_conversion,monetary,10790.584059699491,results_plan_cluster_2016_2017_weights_1_5.netcdf
3,netherlands,h2_salt_cavern,monetary,19784.272677516343,results_plan_cluster_2016_2017_weights_1_5.netcdf
4,netherlands,nuclear,monetary,9150.304463739363,results_plan_cluster_2016_2017_weights_1_5.netcdf
5,netherlands,offshore_wind,monetary,49732.224571869825,results_plan_cluster_2016_2017_weights_1_5.netcdf
6,netherlands,onshore_wind,monetary,13470.949211016894,results_plan_cluster_2016_2017_weights_1_5.netcdf
7,netherlands,solar,monetary,19519.84461732594,results_plan_cluster_2016_2017_weights_1_5.netcdf
0,netherlands,battery,monetary,1637.1931295919962,results_plan_cluster_2016_2017_weights_1_7.netcdf
1,netherlands,electrolyser,monetary,22688.5273270254,results_plan_cluster_2016_2017_weights_1_7.netcdf
2,netherlands,h2_elec_conversion,monetary,14385.519115937248,results_plan_cluster_2016_2017_weights_1_7.netcdf
3,netherlands,h2_salt_cavern,monetary,26371.668210305514,results_plan_cluster_2016_2017_weights_1_7.netcdf
4,netherlands,nuclear,monetary,12199.01384691131,results_plan_cluster_2016_2017_weights_1_7.netcdf
5,netherlands,offshore_wind,monetary,66316.89591384972,results_plan_cluster_2016_2017_weights_1_7.netcdf
6,netherlands,onshore_wind,monetary,17960.797473219835,results_plan_cluster_2016_2017_weights_1_7.netcdf
7,netherlands,solar,monetary,26020.140491816877,results_plan_cluster_2016_2017_weights_1_7.netcdf
0,netherlands,battery,monetary,2046.3509648859215,results_plan_cluster_2016_2017_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,28358.789438677537,results_plan_cluster_2016_2017_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,17980.465648958536,results_plan_cluster_2016_2017_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,32962.14256602505,results_plan_cluster_2016_2017_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15247.723230083255,results_plan_cluster_2016_2017_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,82893.7238343726,results_plan_cluster_2016_2017_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22450.6493190661,results_plan_cluster_2016_2017_weights_1_9.netcdf
7,netherlands,solar,monetary,32522.977536283863,results_plan_cluster_2016_2017_weights_1_9.netcdf
0,netherlands,battery,monetary,820.0947688818087,results_plan_cluster_2016_2017_weights_3_1.netcdf
1,netherlands,electrolyser,monetary,11367.541998132692,results_plan_cluster_2016_2017_weights_3_1.netcdf
2,netherlands,h2_elec_conversion,monetary,7207.056926658111,results_plan_cluster_2016_2017_weights_3_1.netcdf
3,netherlands,h2_salt_cavern,monetary,13206.8793876755,results_plan_cluster_2016_2017_weights_3_1.netcdf
4,netherlands,nuclear,monetary,6109.9477090144655,results_plan_cluster_2016_2017_weights_3_1.netcdf
5,netherlands,offshore_wind,monetary,33177.23794272116,results_plan_cluster_2016_2017_weights_3_1.netcdf
6,netherlands,onshore_wind,monetary,8984.087806539173,results_plan_cluster_2016_2017_weights_3_1.netcdf
7,netherlands,solar,monetary,13035.530758649069,results_plan_cluster_2016_2017_weights_3_1.netcdf
0,netherlands,battery,monetary,1230.4324634119455,results_plan_cluster_2016_2017_weights_5_1.netcdf
1,netherlands,electrolyser,monetary,17055.954822959324,results_plan_cluster_2016_2017_weights_5_1.netcdf
2,netherlands,h2_elec_conversion,monetary,10813.43597472329,results_plan_cluster_2016_2017_weights_5_1.netcdf
3,netherlands,h2_salt_cavern,monetary,19813.18790786861,results_plan_cluster_2016_2017_weights_5_1.netcdf
4,netherlands,nuclear,monetary,9167.009720633454,results_plan_cluster_2016_2017_weights_5_1.netcdf
5,netherlands,offshore_wind,monetary,49770.93832951832,results_plan_cluster_2016_2017_weights_5_1.netcdf
6,netherlands,onshore_wind,monetary,13476.94467169428,results_plan_cluster_2016_2017_weights_5_1.netcdf
7,netherlands,solar,monetary,19558.11377307074,results_plan_cluster_2016_2017_weights_5_1.netcdf
0,netherlands,battery,monetary,1640.7801595035946,results_plan_cluster_2016_2017_weights_7_1.netcdf
1,netherlands,electrolyser,monetary,22744.726835835558,results_plan_cluster_2016_2017_weights_7_1.netcdf
2,netherlands,h2_elec_conversion,monetary,14419.81859339876,results_plan_cluster_2016_2017_weights_7_1.netcdf
3,netherlands,h2_salt_cavern,monetary,26420.16125160928,results_plan_cluster_2016_2017_weights_7_1.netcdf
4,netherlands,nuclear,monetary,12224.071732252456,results_plan_cluster_2016_2017_weights_7_1.netcdf
5,netherlands,offshore_wind,monetary,66363.12585907483,results_plan_cluster_2016_2017_weights_7_1.netcdf
6,netherlands,onshore_wind,monetary,17969.780787511612,results_plan_cluster_2016_2017_weights_7_1.netcdf
7,netherlands,solar,monetary,26081.151178537868,results_plan_cluster_2016_2017_weights_7_1.netcdf
0,netherlands,battery,monetary,2051.2357072708046,results_plan_cluster_2016_2017_weights_9_1.netcdf
1,netherlands,electrolyser,monetary,28438.221570409893,results_plan_cluster_2016_2017_weights_9_1.netcdf
2,netherlands,h2_elec_conversion,monetary,18026.21325402332,results_plan_cluster_2016_2017_weights_9_1.netcdf
3,netherlands,h2_salt_cavern,monetary,33030.653828170274,results_plan_cluster_2016_2017_weights_9_1.netcdf
4,netherlands,nuclear,monetary,15281.133743871445,results_plan_cluster_2016_2017_weights_9_1.netcdf
5,netherlands,offshore_wind,monetary,82941.95956146141,results_plan_cluster_2016_2017_weights_9_1.netcdf
6,netherlands,onshore_wind,monetary,22462.636794734124,results_plan_cluster_2016_2017_weights_9_1.netcdf
7,netherlands,solar,monetary,32609.143128376898,results_plan_cluster_2016_2017_weights_9_1.netcdf
0,netherlands,battery,monetary,1671.0444686924773,results_plan_cluster_2016_2018_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,29476.95557603635,results_plan_cluster_2016_2018_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,18028.643711183453,results_plan_cluster_2016_2018_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,26553.92367945996,results_plan_cluster_2016_2018_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15247.723230083255,results_plan_cluster_2016_2018_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,74742.03298077901,results_plan_cluster_2016_2018_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22434.063239557145,results_plan_cluster_2016_2018_weights_1_9.netcdf
7,netherlands,solar,monetary,34006.839439393036,results_plan_cluster_2016_2018_weights_1_9.netcdf
0,netherlands,battery,monetary,1590.5561503727115,results_plan_cluster_2016_2019_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,29422.398893821348,results_plan_cluster_2016_2019_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,18047.38013418022,results_plan_cluster_2016_2019_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,25492.58978010512,results_plan_cluster_2016_2019_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15247.723230083255,results_plan_cluster_2016_2019_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,80922.08726047317,results_plan_cluster_2016_2019_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22479.608261288286,results_plan_cluster_2016_2019_weights_1_9.netcdf
7,netherlands,solar,monetary,30908.859403906554,results_plan_cluster_2016_2019_weights_1_9.netcdf
0,netherlands,battery,monetary,1022.2802472287918,results_plan_cluster_2017_2010_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,31971.026855651966,results_plan_cluster_2017_2010_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,19089.354213677754,results_plan_cluster_2017_2010_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,30429.609691834372,results_plan_cluster_2017_2010_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15289.826372004678,results_plan_cluster_2017_2010_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,82983.72474973119,results_plan_cluster_2017_2010_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22396.069500402453,results_plan_cluster_2017_2010_weights_1_9.netcdf
7,netherlands,solar,monetary,31695.67420286145,results_plan_cluster_2017_2010_weights_1_9.netcdf
0,netherlands,battery,monetary,1022.3063654497465,results_plan_cluster_2017_2010_weights_9_1.netcdf
1,netherlands,electrolyser,monetary,31901.68954002197,results_plan_cluster_2017_2010_weights_9_1.netcdf
2,netherlands,h2_elec_conversion,monetary,19033.198287328505,results_plan_cluster_2017_2010_weights_9_1.netcdf
3,netherlands,h2_salt_cavern,monetary,30404.497895028504,results_plan_cluster_2017_2010_weights_9_1.netcdf
4,netherlands,nuclear,monetary,15263.643205899622,results_plan_cluster_2017_2010_weights_9_1.netcdf
5,netherlands,offshore_wind,monetary,83262.93157512005,results_plan_cluster_2017_2010_weights_9_1.netcdf
6,netherlands,onshore_wind,monetary,22452.48808637424,results_plan_cluster_2017_2010_weights_9_1.netcdf
7,netherlands,solar,monetary,31723.61369173385,results_plan_cluster_2017_2010_weights_9_1.netcdf
0,netherlands,battery,monetary,2223.5326103500756,results_plan_cluster_2017_2011_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,30979.25196007183,results_plan_cluster_2017_2011_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,17878.75076414998,results_plan_cluster_2017_2011_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,15538.521789470817,results_plan_cluster_2017_2011_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15243.546915859733,results_plan_cluster_2017_2011_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,73390.74996980767,results_plan_cluster_2017_2011_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22493.44185754966,results_plan_cluster_2017_2011_weights_1_9.netcdf
7,netherlands,solar,monetary,30987.354690135224,results_plan_cluster_2017_2011_weights_1_9.netcdf
0,netherlands,battery,monetary,1118.7836862488384,results_plan_cluster_2017_2012_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,31431.56456086633,results_plan_cluster_2017_2012_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,18419.442533700578,results_plan_cluster_2017_2012_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,19792.98538319038,results_plan_cluster_2017_2012_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15325.151790609694,results_plan_cluster_2017_2012_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,77877.87122740889,results_plan_cluster_2017_2012_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22529.360276072966,results_plan_cluster_2017_2012_weights_1_9.netcdf
7,netherlands,solar,monetary,28982.85867921473,results_plan_cluster_2017_2012_weights_1_9.netcdf
0,netherlands,battery,monetary,784.7536182219312,results_plan_cluster_2017_2013_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,31416.863754204092,results_plan_cluster_2017_2013_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,18516.251736254646,results_plan_cluster_2017_2013_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,15617.683876253783,results_plan_cluster_2017_2013_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15243.546915859733,results_plan_cluster_2017_2013_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,79846.57202131,results_plan_cluster_2017_2013_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22480.048107490253,results_plan_cluster_2017_2013_weights_1_9.netcdf
7,netherlands,solar,monetary,28028.242831287887,results_plan_cluster_2017_2013_weights_1_9.netcdf
0,netherlands,battery,monetary,1739.3537442618951,results_plan_cluster_2017_2014_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,30745.947831465997,results_plan_cluster_2017_2014_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,18107.833121410174,results_plan_cluster_2017_2014_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,21644.22678546575,results_plan_cluster_2017_2014_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15243.546915859733,results_plan_cluster_2017_2014_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,75849.41207591823,results_plan_cluster_2017_2014_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22465.56293634701,results_plan_cluster_2017_2014_weights_1_9.netcdf
7,netherlands,solar,monetary,32902.30644156178,results_plan_cluster_2017_2014_weights_1_9.netcdf
0,netherlands,battery,monetary,1491.219750373767,results_plan_cluster_2017_2015_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,31636.151097592527,results_plan_cluster_2017_2015_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,18229.21916143695,results_plan_cluster_2017_2015_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,15983.695086012489,results_plan_cluster_2017_2015_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15243.546915859733,results_plan_cluster_2017_2015_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,71157.54814247972,results_plan_cluster_2017_2015_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22531.79935152657,results_plan_cluster_2017_2015_weights_1_9.netcdf
7,netherlands,solar,monetary,31102.336550460055,results_plan_cluster_2017_2015_weights_1_9.netcdf
0,netherlands,battery,monetary,2051.2357893457233,results_plan_cluster_2017_2016_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,28438.229255300936,results_plan_cluster_2017_2016_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,18026.213098319655,results_plan_cluster_2017_2016_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,33030.6344915196,results_plan_cluster_2017_2016_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15281.133743871447,results_plan_cluster_2017_2016_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,82941.96843637328,results_plan_cluster_2017_2016_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22462.639076913056,results_plan_cluster_2017_2016_weights_1_9.netcdf
7,netherlands,solar,monetary,32609.146295340917,results_plan_cluster_2017_2016_weights_1_9.netcdf
0,netherlands,battery,monetary,2470.602579173724,results_plan_cluster_2017_2018_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,29676.108235958003,results_plan_cluster_2017_2018_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,17744.730520258483,results_plan_cluster_2017_2018_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,17461.471981693147,results_plan_cluster_2017_2018_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15275.105132178041,results_plan_cluster_2017_2018_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,75448.38492414755,results_plan_cluster_2017_2018_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22449.442053357227,results_plan_cluster_2017_2018_weights_1_9.netcdf
7,netherlands,solar,monetary,29825.327522988835,results_plan_cluster_2017_2018_weights_1_9.netcdf
0,netherlands,battery,monetary,1561.5219980422496,results_plan_cluster_2017_2019_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,28842.289428735145,results_plan_cluster_2017_2019_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,18137.0271259489,results_plan_cluster_2017_2019_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,20167.30925755681,results_plan_cluster_2017_2019_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15254.20118577371,results_plan_cluster_2017_2019_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,81142.19387837504,results_plan_cluster_2017_2019_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22493.958173028943,results_plan_cluster_2017_2019_weights_1_9.netcdf
7,netherlands,solar,monetary,26554.2839476303,results_plan_cluster_2017_2019_weights_1_9.netcdf
0,netherlands,battery,monetary,1022.490106333701,results_plan_cluster_2018_2010_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,31928.143802549224,results_plan_cluster_2018_2010_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,19109.70686085337,results_plan_cluster_2018_2010_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,21528.413054477325,results_plan_cluster_2018_2010_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15295.89560123308,results_plan_cluster_2018_2010_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,78539.7321858524,results_plan_cluster_2018_2010_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22396.084932493217,results_plan_cluster_2018_2010_weights_1_9.netcdf
7,netherlands,solar,monetary,31268.267261030887,results_plan_cluster_2018_2010_weights_1_9.netcdf
0,netherlands,battery,monetary,1022.5069529293369,results_plan_cluster_2018_2010_weights_9_1.netcdf
1,netherlands,electrolyser,monetary,31968.57016107854,results_plan_cluster_2018_2010_weights_9_1.netcdf
2,netherlands,h2_elec_conversion,monetary,18956.81769453453,results_plan_cluster_2018_2010_weights_9_1.netcdf
3,netherlands,h2_salt_cavern,monetary,21530.768441691453,results_plan_cluster_2018_2010_weights_9_1.netcdf
4,netherlands,nuclear,monetary,15243.546915859733,results_plan_cluster_2018_2010_weights_9_1.netcdf
5,netherlands,offshore_wind,monetary,78729.47766478897,results_plan_cluster_2018_2010_weights_9_1.netcdf
6,netherlands,onshore_wind,monetary,22443.31562177647,results_plan_cluster_2018_2010_weights_9_1.netcdf
7,netherlands,solar,monetary,31229.69340118946,results_plan_cluster_2018_2010_weights_9_1.netcdf
0,netherlands,battery,monetary,1632.1042512607657,results_plan_cluster_2018_2011_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,28458.617372291745,results_plan_cluster_2018_2011_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,18028.978056532807,results_plan_cluster_2018_2011_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,12224.22321082285,results_plan_cluster_2018_2011_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15243.546915859733,results_plan_cluster_2018_2011_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,76301.1240694764,results_plan_cluster_2018_2011_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22497.748758725822,results_plan_cluster_2018_2011_weights_1_9.netcdf
7,netherlands,solar,monetary,28331.021798151058,results_plan_cluster_2018_2011_weights_1_9.netcdf
0,netherlands,battery,monetary,1435.469169158995,results_plan_cluster_2018_2012_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,29603.580623105783,results_plan_cluster_2018_2012_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,18244.14562279406,results_plan_cluster_2018_2012_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,15930.720165660192,results_plan_cluster_2018_2012_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15320.986437247977,results_plan_cluster_2018_2012_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,73080.38730451156,results_plan_cluster_2018_2012_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22515.155819156764,results_plan_cluster_2018_2012_weights_1_9.netcdf
7,netherlands,solar,monetary,30880.29105422905,results_plan_cluster_2018_2012_weights_1_9.netcdf
0,netherlands,battery,monetary,1209.6950248649252,results_plan_cluster_2018_2013_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,28823.39237544867,results_plan_cluster_2018_2013_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,17830.62069783547,results_plan_cluster_2018_2013_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,16080.440657926121,results_plan_cluster_2018_2013_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15264.138782080596,results_plan_cluster_2018_2013_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,76241.82699441204,results_plan_cluster_2018_2013_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22468.862311554618,results_plan_cluster_2018_2013_weights_1_9.netcdf
7,netherlands,solar,monetary,28493.006690087514,results_plan_cluster_2018_2013_weights_1_9.netcdf
0,netherlands,battery,monetary,2122.4211526633317,results_plan_cluster_2018_2014_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,33143.46136804548,results_plan_cluster_2018_2014_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,18051.941795135608,results_plan_cluster_2018_2014_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,18819.611253071773,results_plan_cluster_2018_2014_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15243.546915859733,results_plan_cluster_2018_2014_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,63457.708843846165,results_plan_cluster_2018_2014_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22452.036072252406,results_plan_cluster_2018_2014_weights_1_9.netcdf
7,netherlands,solar,monetary,37731.8529831036,results_plan_cluster_2018_2014_weights_1_9.netcdf
0,netherlands,battery,monetary,1491.2820232295207,results_plan_cluster_2018_2015_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,29642.061271240644,results_plan_cluster_2018_2015_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,18228.150296287087,results_plan_cluster_2018_2015_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,12672.98455681519,results_plan_cluster_2018_2015_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15243.546915859728,results_plan_cluster_2018_2015_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,71305.0619601272,results_plan_cluster_2018_2015_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22536.246486623808,results_plan_cluster_2018_2015_weights_1_9.netcdf
7,netherlands,solar,monetary,28800.3590551726,results_plan_cluster_2018_2015_weights_1_9.netcdf
0,netherlands,battery,monetary,1674.5827971124434,results_plan_cluster_2018_2016_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,29543.86200057125,results_plan_cluster_2018_2016_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,18169.806629731134,results_plan_cluster_2018_2016_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,26610.748531608468,results_plan_cluster_2018_2016_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15291.813939493788,results_plan_cluster_2018_2016_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,74789.79900735478,results_plan_cluster_2018_2016_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22458.294816920406,results_plan_cluster_2018_2016_weights_1_9.netcdf
7,netherlands,solar,monetary,34076.77296224897,results_plan_cluster_2018_2016_weights_1_9.netcdf
0,netherlands,battery,monetary,2470.5527463853296,results_plan_cluster_2018_2017_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,29642.520294177397,results_plan_cluster_2018_2017_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,17836.94505711533,results_plan_cluster_2018_2017_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,17453.281195922616,results_plan_cluster_2018_2017_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15272.702396140987,results_plan_cluster_2018_2017_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,75469.15984863108,results_plan_cluster_2018_2017_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22461.561138684778,results_plan_cluster_2018_2017_weights_1_9.netcdf
7,netherlands,solar,monetary,29847.609684201256,results_plan_cluster_2018_2017_weights_1_9.netcdf
0,netherlands,battery,monetary,1550.304948581462,results_plan_cluster_2018_2019_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,28548.482980375913,results_plan_cluster_2018_2019_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,17930.062737557866,results_plan_cluster_2018_2019_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,11236.830313173672,results_plan_cluster_2018_2019_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15243.546915859733,results_plan_cluster_2018_2019_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,77229.71574539096,results_plan_cluster_2018_2019_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22492.19049529473,results_plan_cluster_2018_2019_weights_1_9.netcdf
7,netherlands,solar,monetary,26970.076724322273,results_plan_cluster_2018_2019_weights_1_9.netcdf
0,netherlands,battery,monetary,1022.2272942917185,results_plan_cluster_2019_2010_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,31617.999495005904,results_plan_cluster_2019_2010_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,19094.429691761623,results_plan_cluster_2019_2010_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,21100.54776604259,results_plan_cluster_2019_2010_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15272.097258169899,results_plan_cluster_2019_2010_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,83805.53771896633,results_plan_cluster_2019_2010_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22410.060777965286,results_plan_cluster_2019_2010_weights_1_9.netcdf
7,netherlands,solar,monetary,28405.921777555486,results_plan_cluster_2019_2010_weights_1_9.netcdf
0,netherlands,battery,monetary,1022.2138968597776,results_plan_cluster_2019_2010_weights_9_1.netcdf
1,netherlands,electrolyser,monetary,31668.997572574055,results_plan_cluster_2019_2010_weights_9_1.netcdf
2,netherlands,h2_elec_conversion,monetary,18952.78865389629,results_plan_cluster_2019_2010_weights_9_1.netcdf
3,netherlands,h2_salt_cavern,monetary,21107.320177700603,results_plan_cluster_2019_2010_weights_9_1.netcdf
4,netherlands,nuclear,monetary,15243.546915859733,results_plan_cluster_2019_2010_weights_9_1.netcdf
5,netherlands,offshore_wind,monetary,83861.99391044001,results_plan_cluster_2019_2010_weights_9_1.netcdf
