id,horizon,number_reps,W_proxy,ldes_error,macme,abs_ldes_error
ba606ff04d60fb5983a5,2,45,1.0,-0.0204716663390992,0.0744930993697091,0.0204716663390992
93c8e9006b15347c3b52,2,60,0.0,0.3284029743968881,0.0926279839379607,0.3284029743968881
7874de407932670c6730,2,60,0.75,0.0293612894627357,0.0972849007037392,0.0293612894627357
8ab5a90e0236cc6ca758,2,60,1.0,-0.0432564083273512,0.0978232207616117,0.0432564083273512
f2e63ebf38666c030ff9,2,30,0.0,0.1582233148831769,0.076730795632031,0.1582233148831769
a89c3c745359514f855e,2,30,0.75,0.0480014100003969,0.1449943618098716,0.0480014100003969
09eacaceaf9b7f854d68,2,30,1.0,0.018105200913494,0.1479008381977621,0.018105200913494
1673a917a23cdf80cb0a,2,45,0.0,0.1858478786377183,0.1025834069005343,0.1858478786377183
49b1fc7d7e20e6f54b1d,2,45,0.75,0.0034737387999241,0.0548994332772643,0.0034737387999241
0e053e57c665c951266f,2,45,1.0,0.0266071378803487,0.0678558373822793,0.0266071378803487
067e50e8a5d7a7cb176a,2,60,0.0,0.2394091988042126,0.1131176101693351,0.2394091988042126
9e8cb4118e8e1a181c67,2,60,0.75,0.115244748286509,0.0258338628453138,0.115244748286509
46ef3bd99e0e5845662d,2,60,1.0,0.034451349753773,0.050517519823111,0.034451349753773
b18d3d08dd02284a75e7,2,30,0.0,-0.1436486685465522,0.1229176329676803,0.1436486685465522
ee9b2637cf7acd434ea7,2,30,0.75,-0.2699419130181124,0.1057122383008004,0.2699419130181124
cd005790137d2afbe923,2,30,1.0,-0.4843292481735597,0.0975028355378092,0.4843292481735597
e9a3a88b95adc51cb598,2,45,0.0,-0.3154141255744856,0.0638223782260236,0.3154141255744856
8e369d9c5b9636a904a8,2,45,0.75,-0.2734810672248685,0.1583206664239198,0.2734810672248685
fb28562c89c9e826f2b9,2,45,1.0,-0.3369661044184201,0.1010282792108895,0.3369661044184201
634e74daa4cfc5841c87,2,60,0.0,-0.0812399074285721,0.0482914132757351,0.0812399074285721
6afc941db94aa66c5b53,2,60,0.75,-0.2190980851878813,0.1477547130366152,0.2190980851878813
170106b2569d9cde01ca,2,60,1.0,-0.3448506827742607,0.069259447514858,0.3448506827742607
382f85ab16f739192eef,2,30,0.0,0.3757274553569352,0.1148186458367527,0.3757274553569352
ab927e3cfb8ce2fd4a6a,2,30,0.75,0.0986413545104675,0.1086624535932844,0.0986413545104675
455f85eb92dcdb562d19,2,30,1.0,-0.0534969412845785,0.1199751630832543,0.0534969412845785
3d89b40c06f3da083006,2,45,0.0,0.4789362048328831,0.1216128129101052,0.4789362048328831
fa98b3e7cd7081b6e26b,2,45,0.75,0.0490982158154094,0.0758757438500854,0.0490982158154094
cff1b3c157f57503ebc2,2,45,1.0,-0.0702343731756571,0.093628396882608,0.0702343731756571
42048d4ea37ff7f7a503,2,60,0.0,0.3041556366011907,0.0961920915065195,0.3041556366011907
f92ac11101d70d3e6436,2,60,0.75,0.0473597830747168,0.0649364300012741,0.0473597830747168
9a3dcfc520de075a2881,2,60,1.0,0.0245899399362589,0.0489907207404649,0.0245899399362589
